Technology Mid-Type,Technology Broad Category,Application - Distribution Infrastructure Services,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh),Sum for kWh Distribution Services - Distribution Upgrade Deferral,Sum for kWh Distribution Services - Reliability,Announced Date,Annual Maintenance or Warranty Cost (USD),Annual Operational Cost - OPEX (USD),Application - Ancillary Services,Application - Bulk Energy Services (General Energy Applications),Application - Customer Energy Management Services (End-User Services),Application - Others,Application - Transmission Infrastructure Services,Bulk Energy Services - Application 1,Bulk Energy Services - Application 2,Bulk Energy Services - Application 3,Captial Expenditure - CAPEX (USD),City,Commissioned Date,Constructed Date,Contact Information: Email Address,Contact Information: Name,Contact Information: Phone Number,Country,County,Data Source,Debt Provider,Decommissioned Date,Description/Notes,Developer,Energy Storage Technology Provider,Epc 1,Epc 2,Epc 3,Funding Source 1,Funding Source 2,Funding Source 3,Funding Source Amount 1 (USD),Funding Source Amount 2 (USD),Funding Source Amount 3 (USD),Grid Interconnection Level,ID,Installer,Interconnection Type,Iso/Rto,Latest Update Date,Latitude,Longitude,Number of Subsystems,O&M Contractor,Owner(s),Ownership Model,Ownership Model (Other),Paired Grid Resources,Postal Code,Power Electronics Provider,Project Data Validated?,Project Year,Project/Plant Name,Projected Payback Period (years),State/Province/Territory,Status,Street Address,Subsystem 1 - Communications,Subsystem 1 - Controller Type,Subsystem 1 - Depth of Discharge (%),Subsystem 1 - Efficiency Degradation,Subsystem 1 - Enclosure Operating Temperature (deg C),Subsystem 1 - Enclosures,Subsystem 1 - Energy Density (kWh/m^3),Subsystem 1 - Footprint (m^2/MWh),Subsystem 1 - Frequency Ride Through (FRT),Subsystem 1 - Full Load Efficiency (%),Subsystem 1 - High Voltage Ride Through (HVRT),Subsystem 1 - ID,Subsystem 1 - Lagging Power Factor Range,Subsystem 1 - Leading Power Factor Range,Subsystem 1 - Low Voltage Ride Through (LVRT),Subsystem 1 - Maximum Charge Power (kW),Subsystem 1 - Maximum Discharge Power (kW),Subsystem 1 - Maximum Total Current Harmonic Distortion (%),Subsystem 1 - Nominal AC Voltage (kV),Subsystem 1 - Nominal DC Voltage (kV),Subsystem 1 - Nominal Frequency (Hz),Subsystem 1 - Number of Cells,Subsystem 1 - Number of Phases,Subsystem 1 - Operating Frequency Range (Hz) High,Subsystem 1 - Operating Frequency Range (Hz) Low,Subsystem 1 - Operating Temperature (deg C),Subsystem 1 - Overload Capability (%),Subsystem 1 - Ramping Rate (kW/min),Subsystem 1 - Rated Power (kW),Subsystem 1 - Response Time (s),Subsystem 1 - Round-trip Efficiency (%),Subsystem 1 - Specific Energy (kWh/ton-metric),Subsystem 1 - Standby Energy Consumption (kWh),Subsystem 1 - Storage Capacity (kWh),Subsystem 1 - Storage Operating Temperature (deg C),Subsystem 1 - Subsystem Name,Subsystem 1 - Technology Sub-Type,Subsystem 1 - Time Allowed for Overload (s),Subsystem 1 - Topology,Subsystem 1 - Transformer Configuration,Subsystem 1 - Transformer Rating,Subsystem 1 - Warranty Lifetime (cycles),Subsystem 1 - Warranty Lifetime (years),Subsystem 1 - Warranty Lifetime (years) 1,Sum for kW Ancillary Service - Black Start,Sum for kW Ancillary Service - Frequency Regulation,Sum for kW Ancillary Service - Operating Reserve (Non-Spinning),Sum for kW Ancillary Service - Operating Reserve (Spinning),Sum for kW Ancillary Service - Operating Reserve (Supplementary),Sum for kW Ancillary Service - Ramp Support,Sum for kW Ancillary Service - Voltage Support,Sum for kW Bulk Energy Services - Arbitrage,Sum for kW Bulk Energy Services - Firming,Sum for kW Bulk Energy Services - RE Time Shift,Sum for kW Distribution Services - Distribution Upgrade Deferral,Sum for kW Distribution Services - Reliability,Sum for kW Other Services - Electric Supply Capacity,Sum for kW Other Services - Transportation Services,Sum for kW Transmission Services - Stability Damping Control,Sum for kW Transmission Services - Transmission Congestion Relief,Sum for kW Transmission Services - Transmission Upgrade Deferral,Sum for kWh Ancillary Service - Black Start,Sum for kWh Ancillary Service - Frequency Regulation,Sum for kWh Ancillary Service - Operating Reserve (Non-Spinning),Sum for kWh Ancillary Service - Operating Reserve (Spinning),Sum for kWh Ancillary Service - Operating Reserve (Supplementary),Sum for kWh Ancillary Service - Ramp Support,Sum for kWh Ancillary Service - Voltage Support,Sum for kWh Bulk Energy Services - Arbitrage,Sum for kWh Bulk Energy Services - Firming,Sum for kWh Bulk Energy Services - RE Time Shift,Sum for kWh Other Services - Electric Supply Capacity,Sum for kWh Other Services - Transportation Services,Sum for kWh Transmission Services - Stability Damping Control,Sum for kWh Transmission Services - Transmission Congestion Relief,Sum for kWh Transmission Services - Transmission Upgrade Deferral,System Operator,Technology Sub-Type,URL,Utility ID,Utility Type
Compressed air energy storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Compressed air energy storage,26,2860000,110000,2860000,0,0,,,,,,,,,,,,,McIntosh,1/1/1991,,,,,United States,,GESDB,,,"&lt;p&gt;The 2nd commercial CAES plant, in operation since 1991. Like the Huntorf plant, the McIntosh Unit 1 facility stores compressed air in a solution-mined salt cavern. The cavern is 220 ft in diameter and 1,000 ft tall, for a total volume of 10 million cubic feet. At full charge, the cavern is pressurized to 1,100 psi, and it is discharged down to 650 psi. During discharge, 340 pounds of air flow out of the cavern each second. The cavern can discharge for 26 hours. The plant also utilizes nuclear-sourced night-time power for compression and then produces peak power during the day by releasing the compressed air into a 110-MW gas-fired combustion turbine built by Dresser Rand. The turbine unit also makes use of an air-to-air heat exchanger to preheat air from the cavern with waste heat from the turbine. The waste heat recovery system reduces fuel usage by roughly 25%. &lt;/p&gt;
&lt;p&gt;Compared to conventional combustion turbines, the CAES-fed system can start up in 15 minutes rather than 30 minutes, uses only 30% to 40% of the natural gas, and operates efficiently down to low loads (about 25% of full load). The key function of the facility is for peak shaving.&lt;/p&gt;",,Dresser-Rand,,,,,,,,,,Transmission,189,,,,,31.2572207,-88.0280479,1,,PowerSouth Energy Cooperative,Utility-Owned,,CAES Generation plant,,,NO,1/1/1991,McIntosh CAES Plant - Unit 1 Facility Stores Compressed Air in a Solution-mined Salt Cavern,,Alabama,Operational,Jefferson Davis Highway and Allen Barnes Rd.,,,,,,,,,,,,189.1,,,,,,,,,,,,,,,,,110000,,,,,,,Subsystem 1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://www.powersouth.com/wp-content/uploads/2017/07/CAES-Brochure-FINAL.pdf,,Cooperative (Customer Owned)
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,600000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Sicily,1/1/1991,,,,,Italy,,GESDB,,,The first unit came into operation in 1989. The plant utilises 4 reversible turbines.,Enel,,,,,,,,,,,,190,,,,,37.10085,15.12,1,,Enel,Utility-Owned,,,,,NO,1/1/1991,Anapo (Solarino) Pumped Storage Plant,,Solarino,Operational,,,,,,,,,,,,,190.1,,,,,,,,,,,,,,,,,600000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,600000,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.rteknos.it/area_clienti/pdf_file/ismes/203.pdf,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,720000,0,0,0,,,,Operating Reserve (Spinning),Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Si Sawat,1/1/1991,1/1/1974,,,,Thailand,,GESDB,,,"The Srinagarind Dam, an embankment dam on the Khwae Yai river, creates a reservoir with a storage capacity of 17,745 million cubic meters. This water is used primarily for river regulation and hydroelectric power generation. The power plant's rated capacity is 720 MW, which comes from three traditional 120 MW Francis turbines and two 180 reversible Francis pump-turbines. The annual generation from all five turbines is 1,160 GWh.     Initial construction on the dam began in 1974 and it was complete in 1980. The first of the power plant's generators was commissioned in 1980 and the last by 1991.  http://www.egat.co.th/en/index.php?option=com_content&amp;view=article&amp;id=60&amp;Itemid=117  http://www.mhi.co.jp/en/products/category/water_turbine_plant.html",,Hitachi Mitsubishi Hydro Corporation,EPDC,Vianini Lavori,J-Power,,,,,,,Transmission,191,MHI,,,,14.4049116,99.13,1,,Electricity Generating Authority of Thailand,Third-Party-Owned,,,,,NO,1/1/1991,Srinagarind Hydroelectric Power Plant,,Kanchanaburi,Operational,Srinagarind Dam,,,,,,,,,,,,191.1,,,,,,,,,,,,,,,,,720000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,720000,0,0,0,720000,0,0,0,0,720000,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.egat.co.th/en/index.php?option=com_content&amp;view=article&amp;id=60&amp;Itemid=117,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,1000000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Presenzano,1/1/1991,1/1/1979,,,,Italy,,GESDB,,,"The Presenzano Hydroelectric Plant, officially known as the Domenico Cimarosa Hydroelectric Plant, is located along the Volturno River in Presenzano, Province of Caserta, Italy.  Power is generated by releasing water from the upper Cesima reservoir down to the power plant which contains four reversible 250 MW Francis pump-turbine-generators. After power production, the water is sent to the lower reservoir. During periods of low energy demand, the same pump-generators pump water from the lower reservoir back to the upper where it becomes stored energy. The difference in elevation between both the upper and lower affords a hydraulic head of 495 m (1,624 ft).  The approximate cost for the construction of the plant is around 1,000 billion lire.",,,,,,,,,,,,Transmission,192,,,,,41.3766245,14.09,1,,Enel,Utility-Owned,,,,,NO,1/1/1991,Domenico Cimarosa (Presenzano) Hydroelectric Plant,,Caserta,Operational,,,,,,,,,,,,,192.1,,,,,,,,,,,,,,,,,1000000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,1000000,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.enel.it/it-IT/impianti/mappa/dettaglio/domenico-cimarosa-presenzano-ce-/p/090027d98192f7d7,,Investor Owned
Latent heat,Thermal energy storage,,Thermal energy storage,Latent heat,12,53100,4425,53100,0,0,,,,Operating Reserve (Non-Spinning),Electric Energy Time Shift (Arbitrage),Retail TOU Energy Charges,,,Electric Energy Time Shift (Arbitrage),,,,Plano,1/1/1991,,,,,United States,,GESDB,,,"CALMAC’s technology has proven its versatility to reduce operating costs since the tanks were installed in 1991. However, today the energy landscape in Texas is vastly different from 25 years ago. JCPenney is currently faced with a ratcheted demand charge from its utility as well as coincident peak charge, which make up a large portion of the company’s monthly utility bill.  With the ratcheted demand pricing, the month with the highest energy usage sets the annual peak demand charge. In 2013, the annual peak demand charge was set in August at $37,479. The charge is ratcheted at 80 percent, which means that for the 11 months following August, JCPenney pays a demand charge of $29,983 (80 percent of $37,479). This applies unless a new peak demand is set, in which case the process starts over.   The other significant demand charge that JCPenney’s Headquarters incurs is called a Transmission Cost Recovery Factor, also known as a 4CP or coincident peak demand charge. The 4CP is determined by averaging a customer’s demand during the highest grid-wide peak hours of peak demand in each of the four summer months, June through September. This charge is levied by ERCOT, the grid operator for Texas, and is also ratcheted, but at 100 percent.",,CALMAC,,,,,,,,,,Secondary Distribution,193,,,ERCOT,,33.078632,-96.833672,1,,JC Penney,Customer-Owned,,,75301,,NO,1/1/1991,JC Penney Headquarters - Calmac,,Texas,Operational,6501 Legacy Drive,,,,,,,,,,,,193.1,,,,,,,,,,,,,,,,,4425,,,,,,,Subsystem 1,Ice,,,,,,,,0,0,4425,0,0,0,0,4425,0,0,0,0,0,0,0,0,0,0,0,53100,0,0,0,0,53100,0,0,0,0,0,0,0,,Ice,http://www.calmac.com/press-release-jcpenney-headquarters-benefits-from-25-years-of-energy-storage-using-calmac-icebank-technology,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,24,25560000,1065000,25560000,0,0,,,,,Electric Energy Time Shift (Arbitrage),,,,Electric Energy Time Shift (Arbitrage),,,,Oconee County,1/1/1991,,,,,United States,,GESDB,,,"The Bad Creek Hydroelectric Station is a 1,065-megawatt pumped-storage facility located in Oconee County, eight miles north of Salem, S.C. The four-unit station began generating electricity in 1991, and is the largest hydroelectric station on the Duke Energy system. It is named for the two streams, Bad Creek and West Bad Creek, which were dammed to create the Bad Creek reservoir.  The Bad Creek facility utilizes two reservoirs (or lakes) to generate electricity: an upper reservoir and a lower reservoir. Water stored in an upper lake is released into underground power tunnels. The water rushes down the tunnels, driving huge turbines, which are underground at the base of a dam. The spinning turbines are connected to large generators, which produce the electricity. The water then flows through draft tubes into a lower lake.  A pumped-storage hydroelectric station uses the same water over and over again, making more efficient use of water resources. When demand for electricity is low, operators can refill the lake, as if they were “recharging” a battery. Using power from other generating stations, the generators act as electric motors spinning the huge turbines backward. This pumps water back up the power tunnels into the upper lake. Water is generally pumped back to the upper reservoir at night and on weekends.  With the reservoir at full-pond elevation and generating with all four units, Bad Creek can generate for 24 hours within its maximum 160’ drawdown. Full pond elevation is 2310 MSL (Mean Sea Level).",,,,,,,,,,,,Transmission,194,,,,,35.010984,-83.01,1,,Duke Energy,Utility-Owned,,,,,NO,1/1/1991,Bad Creek Pumped Hydro Storage,,South Carolina,Operational,,,,,,,,,,,,,194.1,,,,,,,,,,,,,,,,,1065000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,1065000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25560000,0,0,0,0,0,0,0,,Open-loop PHS,http://www.duke-energy.com/power-plants/pumped-storage-hydro/bad-creek.asp,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,420000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Qianxi,1/9/1991,,,,,China,,GESDB,,,"The dam provides flood control and its power plant has an installed capacity of 420 MW which includes a 270 MW pumped storage power station. The dam has an effective capacity of 10 million m3.  The State Grid Corp of China, China's dominant grid operator, plans to raise its pumped storage hydropower generating capacity to 21 gigawatts (GW) by 2015 and 41 GW by 2020, complementing the fast development of irregular renewable energy sources such as wind and solar power.  Under this system, water is pumped from a lower elevation reservoir to a higher elevation by using low cost, off-peak power production such as wind power during the night to run the pumps, and is released to generate power when demand peaks during the day or when electricity prices are higher.  China had only 14.55 GW of pumped storage hydropower capacity at the end of 2009, according to the State Grid.  China's total power generating capacity was 874 GW at the end of 2009.",,,,,,,,,,,,,195,,,,,40.1415,118.31,1,,North China Power Group (NCPG),Utility-Owned,,,,,NO,1/9/1991,Panjiakou Pumped Hydro Power Station (潘家口),,Hebei,Operational,,,,,,,,,,,,,195.1,,,,,,,,,,,,,,,,,420000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,420000,0,0,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://en.wikipedia.org/wiki/Panjiakou_Dam,,Federally Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,2000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Cuntangkou,1/11/1992,,,,,China,,GESDB,,,"The State Grid Corp of China, China's dominant grid operator, plans to raise its pumped storage hydropower generating capacity to 21 gigawatts (GW) by 2015 and 41 GW by 2020, complementing the fast development of irregular renewable energy sources such as wind and solar power.  Under this system, water is pumped from a lower elevation reservoir to a higher elevation by using low cost, off-peak power production such as wind power during the night to run the pumps, and is released to generate power when demand peaks during the day or when electricity prices are higher.  China had only 14.55 GW of pumped storage hydropower capacity at the end of 2009, according to the State Grid.  China's total power generating capacity was 874 GW at the end of 2009.",,,,,,,,,,,,,196,,,,,30.537713,105.19,1,,Chinese Government,Utility-Owned,,,,,NO,1/11/1992,Cuntangkou Pumped Hydro Power Station (寸塘口),,Sichuan,Operational,,,,,,,,,,,,,196.1,,,,,,,,,,,,,,,,,2000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,2000,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.instapedia.com/m/Pumped_storage#_note-7,,Federally Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,900000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Nasushiobara,1/1/1994,,,,,Japan,,GESDB,,,"Environmentally friendly hydroelectric power is well suited to Japan's unique topographical characteristics and climate, which provides abundant rainfall. Although hydroelectric power was once a main source of energy, the ratio of hydroelectric to thermal power has been reversed since 1959. Hydroelectric power plants can quickly be adjusted, and this makes hydroelectricity ideal for the role of compensating for potential shortfalls to meet peak demand. Pumped storage hydroelectric power plants, which pump in water during low-demand evening hours and use it to generate power during peak hours, have become the mainstream of hydroelectric power generation in recent years in Japan.  http://www3.toshiba.co.jp/power/english/hydro/products/pump/index02_3.htm  http://www.jepic.or.jp/en/data/EPIJJapanData.pdf",,,,,,,,,,,,,197,,,,,36.961698,140.05,1,,Tokyo Electric Power Company,Utility-Owned,,,,Hitachi,NO,1/1/1994,Shiobara Pumped Hydro Power Station,,Tochigi,Operational,453 Nishiyamakokuyurin,,,,,,,,,,,,197.1,,,,,,,,,,,,,,,,,900000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,900000,0,0,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.tepco.co.jp/en/useful/pdf-3/12i_full-e.pdf,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,1600000,0,0,0,,,,"Voltage Support, Frequency Regulation",Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Sun Moon Lake,1/1/1994,,,,,Taiwan,,GESDB,,,"The Mingtan Pumped Storage Hydro Power Plant was completed in 1994 as an important facility to control peak hours’ electricity demand in Taiwan. It has two reservoirs, one is the existing lake Sun Moon Lake as an upper reservoir and the other is Shui Li reservoir formed by building a dam as a lower reservoir.",Taiwan Power Company,,Sinotech,"TEMES, Inc.",RSEA Engineering Corporation,,,,,,,Transmission,198,,,,,23.8666667,120.92,1,,Taiwan Power Company,Utility-Owned,,,,"Voith, A-J",NO,1/1/1994,Mingtan Dam,,Nantou,Operational,,,,,,,,,,,,,198.1,,,,,,,,,,,,,,,,,1600000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,1600000,0,0,0,0,1600000,1600000,0,0,0,0,1600000,0,0,0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,,Open-loop PHS,http://www.ieahydro.org/reports/Annex_VIII_CaseStudy0506_Mingtan_Taiwan.pdf,,Federally Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,45000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Maricopa County,1/1/1994,1/1/1985,,,,United States,,GESDB,,,"Construction of New Waddell Dam began in 1985, and continued through 1994. New Waddell Dam's primary purpose is to store Colorado River water for CAP use. The dam also stores Agua Fria River runoff and provides flood protection by controlling river flows. The dam is located one-half mile downstream of historic Waddell Dam, which was built by the Maricopa Water District (MWD). The dam's reservoir, Lake Pleasant, also stores water for MWD irrigation.  In the winter, Colorado River water is pumped uphill from the CAP aqueduct into Lake Pleasant when power rates are low. In the summer, when demand for water and electricity increases, water is released through the Pump-Generating plant, producing hydroelectric power that is sold to help repay the CAP's construction costs. In addition, New Waddell Dam adds 7,000 surface acres to the lake, greatly increasing the recreational value of Lake Pleasant Regional Park.  Handicapped-accessible recreational facilities include 3 multiple-lane boat ramps, 450 picnic sites, 225 campsites, 14 group use areas, 4 overlooks, a full-service marina equipped to handle 1000 boats, and 7 miles of trail. Because the reservoir water level may fluctuate up to 125 feet during a typical year's operation, the facilities will be located to be accessible during both high and low water periods.  If necessary, floodwaters can be released from the dam through the river outlet works tunnel into the Agua Fria River immediately below the dam. If the reservoir's flood storage capacity is ever exceeded, water can also be released over spillways located west of the dam. This water would flow down Morgan City Wash and back to the Agua Fria River about one mile below the dam.  The cost of constructing New Waddell Dam was more than $625 million. The Central Arizona Water Conservation District, which operates and maintains the CAP, is repaying $175 million of this cost.",,,,,,,,,,,,Transmission,199,,,,,33.2917968,-112.43,1,,Bureau of Reclamation,Third-Party-Owned,,,,,NO,1/1/1994,New Waddell Dam Pumped Hydro Storage,,Arizona,Operational,,,,,,,,,,,,,199.1,,,,,,,,,,,,,,,,,45000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,45000,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.usbr.gov/lc/phoenix/projects/waddelldamproj.html,,
Lead-acid battery,Electro-chemical battery and chemical storage,,Electro-chemical battery and chemical storage,Lead-acid battery,0.7,14000,20000,14000,0,0,1/1/1989,,,"Voltage Support, Frequency Regulation, Operating Reserve (Spinning)",Electric Energy Time Shift (Arbitrage),,,,Electric Energy Time Shift (Arbitrage),,,,San Juan,1/11/1994,1/7/1992,,,,United States,,GESDB,,1/12/1999,"The PREPA was a fully commercial battery system that was acquired for daily operation in a frequency control and spinning reserve mode for the island grid of Puerto Rico. The grid had ongoing stability issues, and routinely had frequency and voltage excursions that could only be controlled by aggressive load-shedding, unless new generation was added to provide regulation and stability. The choices for new generation included fast-acting combustion turbines or battery energy storage. PREPA's analysis showed that battery energy storage systems offered superior operational benefits due to their faster reaction times, both for frequency regulation and spinning reserve requirements.  The comparable slower response times of combustion turbines required more installed capacity, whereas the faster reaction time of a battery system meant that a much smaller battery could offer the same functionality as larger sizes of combustion turbines. Typically, battery systems can reach full operating power in less than 1 second, whereas mechanical systems such as combustion turbines need several seconds to minutes to reach their full power output. The seemingly small difference in reaction times translates into very large consequences for the stability of the electric grid, where events that lead to outages propagate within cycles, and a difference of 1 min translates to a complete blackout under some conditions. Thus, it was shown that battery systems were a more cost effective option compared to combustion turbines because a smaller battery could outperform a much larger block of combustion turbines. This is particularly applicable to an ""island"" system, where there is no interconnection with a neighboring system to balance the momentary shortage of generation resources during an operational contingency.  The PREPA battery was patterned after the BEWAG battery in application as well as battery type. Valve-regulated lead-acid (VRLA) batteries were commercially available by the time the PREPA battery project was started, but PREPA chose a flooded, flat-plate cell because it had a proven track record at BEWAG. However, once utility operations began in 1994, the battery was cycled more frequently than planned, which caused the battery to age more rapidly than expected. This use led to positive-plate growth, which caused cell / jar cracks, leaks, short circuits, and ultimately early battery failure.  PREPA made the decision in 2001 to repower, or replace, the battery. A tubular positive plate, flooded battery was selected, and the new battery was installed in mid-2004. Several problems occurred, however, and the system was taken out of service.",Puerto Rico Electric Power Authority (PREPA),C&amp;D Technologies,Aireko,United Engineers &amp; Constructors,,,,,,,,Primary Distribution,200,"Leeds &amp; Northrup, Applied Control Systems",,,,18.3978052,-66.01,1,Puerto Rico Electric Power Authority (PREPA),Puerto Rico Electric Power Authority (PREPA),Utility-Owned,,,,General Electric (GE),NO,1/11/1994,Puerto Rico Electric Power Authority (PREPA) Battery System,,Puerto Rico,De-Commissioned,Sabana Llana Substation,,,,,,,,,,,,200.1,,,,,,,,,,,,,,,,,20000,,,,,,,Subsystem 1,,,,,,,,,0,20000,0,20000,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0,14000,0,14000,0,0,14000,14000,0,0,0,0,0,0,0,,Technology Sub-Type Unknown,http://goo.gl/9YI8t6,,State/Municipal Owned
